14649,580,1
13501,7,1
14440,39,1
12489,345,1
12602,49,1
12440,16,1
12776,109,1
15270,201,1
14021,286,1
12627,65,1
12799,39,1
15222,99,1
14692,801,1
14998,72,1
13947,47,1
12360,47,1
13914,727,1
14132,539,1
13650,58,1
14740,74,1
13739,709,1
15216,86,1
15067,31,1
14868,1,1
13815,477,1
14061,360,1
15371,52,1
13008,98,1
12377,286,1
14604,102,1
13531,14,1
13997,243,1
12902,903,1
15392,78,1
15241,767,1
13639,12,1
12790,542,1
13939,988,1
12910,940,1
14796,399,1
14429,167,1
12825,769,1
12910,858,1
14185,945,1
14276,338,1
13519,98,1
14132,99,1
12859,383,1
12323,4,1
15278,397,1
14110,514,1
14033,303,1
13762,933,1
13937,91,1
14028,348,1
13951,347,1
13012,45,1
12610,118,1
15009,301,1
15084,102,1
14530,700,1
12977,394,1
14006,270,1
12521,49,1
14713,71,1
15183,149,1
14256,729,1
15271,506,1
13244,115,1
15368,144,1
15031,153,1
13813,102,1
12482,31,1
13540,94,1
13601,113,1
14384,818,1
13865,845,1
14306,102,1
14673,674,1
13195,1,1
12393,920,1
14847,71,1
15251,7,1
12610,233,1
13659,94,1
15169,16,1
13729,255,1
13307,701,1
13165,161,1
13842,89,1
12661,597,1
14283,656,1
12538,738,1
15149,360,1
13321,552,1
12612,765,1
13825,360,1
13534,454,1
13132,787,1
12771,828,1
12535,34,1
13298,293,1
13498,69,1
13847,728,1
13701,725,1
12353,14,1
15117,78,1
13662,99,1
14430,379,1
15044,112,1
13607,65,1
12483,64,1
13909,64,1
14980,58,1
12922,357,1
13234,99,1
14311,621,1
14971,697,1
15210,179,1
14538,102,1
12458,39,1
13764,6,1
14214,670,1
13988,360,1
14246,279,1
13471,150,1
12877,12,1
12674,54,1
14929,254,1
12677,303,1
14805,441,1
14174,727,1
15013,12,1
14940,286,1
13503,74,1
13383,580,1
13164,16,1
12599,5,1
14998,58,1
13961,805,1
14640,265,1
13869,204,1
15003,31,1
13639,328,1
13356,397,1
15071,7,1
13645,75,1
13377,874,1
14016,39,1
14150,16,1
14276,162,1
13839,270,1
12368,279,1
15287,14,1
14592,317,1
12709,62,1
15207,674,1
12843,123,1
14419,62,1
14240,217,1
12737,261,1
12425,17,1
14409,128,1
15169,375,1
14168,449,1
14599,41,1
12910,974,1
14798,185,1
12360,649,1
13519,40,1
13371,94,1
15267,37,1
15119,677,1
14639,258,1
12691,373,1
13999,23,1
14324,271,1
13426,639,1
12470,275,1
13382,56,1
14381,876,1
13895,211,1
13703,149,1
15305,71,1
15339,1,1
12517,12,1
12573,102,1
13592,316,1
14396,72,1
14279,254,1
14955,71,1
15151,475,1
13139,94,1
13901,69,1
14256,314,1
13212,164,1
13541,289,1
14701,276,1
14176,907,1
14411,378,1
14559,47,1
15323,42,1
15328,99,1
12910,402,1
12480,21,1
13023,94,1
12947,111,1
14256,596,1
14556,315,1
14445,23,1
15389,13,1
12908,865,1
12633,16,1
13816,345,1
14126,101,1
14087,34,1
15033,71,1
13978,102,1
12910,785,1
12734,609,1
13791,12,1
14438,300,1
14321,639,1
12847,677,1
14234,66,1
15361,303,1
12413,216,1
15384,73,1
13576,180,1
13318,847,1
14729,360,1
12674,320,1
12336,65,1
12537,7,1
14709,71,1
12341,13,1
12915,78,1
14983,36,1
15235,217,1
12568,390,1
15258,3,1
12675,133,1
12360,311,1
13208,831,1
15204,82,1
14532,794,1
13444,498,1
14246,328,1
13726,71,1
14193,641,1
14800,13,1
15371,877,1
14046,819,1
14377,36,1
12812,383,1
15240,31,1
13888,39,1
14856,98,1
15374,709,1
14194,73,1
13703,641,1
13386,26,1
13413,69,1
13020,18,1
13685,102,1
14296,66,1
13290,506,1
14287,64,1
15342,820,1
14620,339,1
14256,460,1
14749,426,1
14256,209,1
14695,265,1
13966,782,1
13807,94,1
13534,174,1
14022,0,1
14605,265,1
15370,214,1
14972,190,1
14275,323,1
13025,353,1
13453,219,1
13989,124,1
13118,38,1
13869,339,1
13489,592,1
13049,393,1
12969,580,1
12730,790,1
13616,646,1
14515,102,1
14119,88,1
14716,672,1
12692,49,1
13243,42,1
13270,71,1
12542,611,1
14669,71,1
12430,611,1
13673,69,1
13981,869,1
14017,852,1
14609,473,1
13112,32,1
13360,131,1
13185,99,1
12634,357,1
13445,286,1
13131,187,1
12425,767,1
12864,388,1
15124,7,1
13135,715,1
12441,393,1
13066,279,1
12963,0,1
12466,49,1
13689,48,1
13971,312,1
14445,62,1
13971,179,1
12320,616,1
15209,581,1
13926,499,1
14159,321,1
12392,935,1
12453,981,1
13375,425,1
14064,71,1
12695,399,1
13997,301,1
15055,300,1
14276,313,1
12522,109,1
14925,628,1
15216,90,1
13735,161,1
14198,652,1
13210,557,1
12367,433,1
14117,770,1
14533,347,1
13743,347,1
14144,676,1
15355,64,1
12774,94,1
14256,819,1
14546,45,1
14539,983,1
14117,470,1
13161,682,1
12835,41,1
13102,99,1
12527,461,1
13250,73,1
15119,72,1
15290,101,1
12964,42,1
13892,292,1
12453,14,1
12694,7,1
14885,677,1
12527,660,1
12749,14,1
13980,64,1
15181,99,1
13251,426,1
14542,286,1
14360,767,1
12809,303,1
15152,7,1
14517,702,1
14522,358,1
13014,360,1
12681,286,1
14621,383,1
15051,109,1
13991,224,1
14613,476,1
14414,1,1
14276,527,1
14145,102,1
12910,42,1
14692,233,1
14241,99,1
14819,58,1
13580,88,1
12630,45,1
14341,395,1
14395,21,1
12443,275,1
13279,14,1
12596,99,1
13344,715,1
12527,713,1
12992,58,1
13781,1,1
15347,656,1
13247,446,1
14951,724,1
13819,5,1
14242,94,1
14677,83,1
12910,330,1
14865,103,1
13144,723,1
13081,300,1
13801,102,1
13376,503,1
14589,844,1
13957,362,1
15012,16,1
12604,0,1
14703,0,1
12787,887,1
14771,40,1
12795,265,1
13500,520,1
13542,398,1
13511,544,1
12349,204,1
14385,454,1
13690,741,1
12382,38,1
15134,398,1
12352,14,1
13192,841,1
15271,29,1
13070,9,1
14417,570,1
12644,12,1
12449,48,1
13674,300,1
15162,700,1
15169,14,1
14782,74,1
12771,906,1
13727,821,1
15376,13,1
14919,78,1
14739,628,1
14635,40,1
15288,74,1
14209,662,1
13587,323,1
14231,202,1
13791,343,1
14897,341,1
14032,593,1
13440,102,1
12340,324,1
14276,367,1
13006,17,1
12990,99,1
13615,807,1
14130,41,1
14452,264,1
15036,42,1
13622,497,1
14276,534,1
14985,14,1
13060,78,1
13643,109,1
13123,16,1
12569,367,1
13707,264,1
13435,65,1
15193,826,1
12612,994,1
14167,34,1
15153,349,1
13149,94,1
14870,753,1
14784,627,1
15308,42,1
13572,147,1
12678,7,1
12773,47,1
13124,581,1
13984,1,1
14898,151,1
14545,496,1
12966,655,1
13592,264,1
13658,799,1
14827,929,1
14597,407,1
12328,324,1
12921,7,1
13080,428,1
13113,83,1
13392,376,1
13298,241,1
13817,64,1
15058,1,1
14256,617,1
13446,322,1
12873,71,1
12663,305,1
13072,738,1
13616,31,1
13544,433,1
12502,99,1
13958,190,1
15359,13,1
13323,30,1
13259,895,1
14081,58,1
13158,672,1
12733,267,1
15276,728,1
15146,196,1
13757,568,1
13657,71,1
14195,180,1
15041,279,1
14390,109,1
13287,316,1
12980,882,1
13847,597,1
15373,74,1
14755,385,1
15050,762,1
14261,583,1
13179,645,1
13472,78,1
13798,589,1
13909,891,1
12889,13,1
13285,324,1
13784,94,1
13152,226,1
15063,605,1
13181,56,1
12740,822,1
14644,13,1
12793,39,1
13963,45,1
12952,3,1
13783,433,1
13285,722,1
14748,368,1
13830,216,1
12847,195,1
12786,28,1
